174.26	1760.48
183.59	1803.18
190.5	1734.71
194.5	1825.09
205	1846.35
210	1731.67
214	1508.35
209.5	1540.5
209.5	1561.5
209.5	1582.5
209.5	1603.5
209.5	1624.5
209.5	1645.5
213.1	1682.2
214.5	1875.59
219	1694
224.5	1487.45
219.5	1716.5
225.5	1897.55
234	1438.35
229.5	1470.5
237	1920.58
244.5	1416.91
253.5	1944
259.5	1392.05
271.5	1961.67
278	1363.67
279.5	1979.5
279.5	2008.75
285	2026.35
297.5	1344.07
294.5	2055.59
305.5	2077.55
318.5	1323.02
321.5	2100.17
334.5	1306.45
336	2107.13
339.5	2140.5
339.5	2161.5
339.5	2182.5
344	2213.7
350.5	1287.1
354.5	2235.09
370.5	2261.1
371.5	1269.93
391.5	2282.07
387.5	1250.77
403.5	1228.02
412.5	2303.02
424.5	1215.17
433.5	2321.14
445.5	1208.36
454.5	2334.98
466.5	1199.36
475.5	2355.95
487.5	1189.21
496.5	2372.64
508.5	1188.5
517.5	2383.17
529.5	1188.5
538.5	2393.12
550.5	1188.5
559.5	2393.5
556.5	331.77
555.59	377.32
566.5	281.73
561.5	314.5
561.5	393.5
565.59	427.32
571.5	1188.5
580.5	2391.12
581.5	252.1
580.55	457.33
592.5	1191.83
596.5	221.68
596.5	469.86
601.5	2380.64
611.5	498.6
612.45	210.67
613.5	1202.33
622.5	2373.5
632.5	176.33
632.5	523.67
634.5	1221.95
643.5	2364.9
653.5	159.88
653.5	529.4
655.5	1237.88
664.5	2350.05
674.5	150.12
674.5	541.55
676.5	1238.26
685.5	2328.98
695.5	142.48
695.5	557.52
697.5	1230.31
706.5	2307.93
716.5	127.05
716.5	565.57
718.5	1238.36
722.5	2288.68
737.5	118.69
737.5	574.4
738.5	2265.95
739.5	1245.17
758.5	104.64
758.5	591.79
752.36	2251.36
760.5	1255.64
754.61	880.76
760.5	2222.59
771.5	792.14
761.5	824.5
761.5	853.5
770.9	2202.65
779.5	92.12
779.5	597.88
781.5	1268.98
783.5	877.02
780	2173.65
786.5	721.82
781.5	754.5
781.5	775.5
789.5	2085.91
784.5	2120.5
784.5	2141.5
800.5	82.88
800.5	617.02
801.5	652.1
791.5	684.5
791.5	705.5
802.5	1289.93
804.5	860.12
799	2056.35
809.5	2035.09
821.5	71.79
811.5	633.5
818.5	1314.45
825.5	838.9
820.41	2013.32
828.59	1345
829.5	1965.95
842.5	61.07
839	1366
844.5	1914.88
834.5	1950.5
842.5	818.31
848.59	1395
859.5	804.98
863.5	52.5
854.5	1409.5
854.5	1430.5
854.5	1451.5
854.5	1472.5
854.5	1493.5
854.83	1525.67
865	1908.6
860.5	1538.89
864.5	1570.5
864.5	1591.5
864.5	1612.5
864.83	1645.17
876.5	1658.83
880.5	781.45
884.5	52.5
880.41	1883.32
889	1836.35
895.5	1672.94
901.5	772.95
899	1716.35
894.5	1750.5
894.5	1771.5
894.5	1792.5
894.5	1821
905.5	52.5
904.5	1698
922.5	755.14
926.5	46.55
939	734.58
947.5	32.5
955.5	718.9
968.5	32.5
971.5	708.64
987.5	687.74
989.5	32.5
1003.5	674.59
1010.5	32.5
1019.5	657.74
1031.5	31.52
1040.5	657.5
1052.5	22.52
1061.5	657.5
1073.5	22.5
1082.5	657.5
1094.5	22.5
1103.5	657.5
1115.5	22.5
1124.5	657.5
1136.5	26.79
1145.5	648.93
1157.5	32.5
1166.5	647.5
1178.5	32.5
1187.5	647.5
1199.5	32.5
1208.5	647.5
1220.5	32.5
1229.5	647.5
1241.5	32.5
1250.5	643.86
1262.5	47.5
1271.5	627.57
1283.5	52.5
1292.5	627.5
1304.5	52.5
1313.5	627.5
1325.5	56.31
1334.5	619.4
1346.5	62.88
1355	617.5
1367.6	81.85
1376.5	608.21
1388.5	82.5
1397.5	597.5
1409.5	88.21
1418.5	592.26
1430.5	96.14
1439.5	587.5
1451.5	114.36
1460.5	574.4
1472.5	122.48
1481.5	565.57
1493.5	138.45
1502.5	557.52
1514.5	145.83
1523.5	541.55
1535.5	152.52
1544.5	534.17
1556.5	171.43
1565.5	523.67
1572	182.35
1586.5	211.69
1586.5	498.6
1601.5	469.86
1602	222.35
1616.5	252.1
1617.45	457.33
1631.5	281.73
1632.41	427.32
1640.59	329.14
1641.5	379.95
1646.5	343.5
1646.5	364.5
