2.5	1062.31
3.67	1093.42
5.07	1028.43
9	1118.44
8.5	1004.7
14	980.25
17.5	1142.61
20.5	956.57
28.5	1163.58
28	933.44
36	911.44
39.5	1182.06
44.5	890.11
48	1206.31
54	867.95
56.5	1228.39
60.77	297.18
64	845.95
66.5	1249.23
64.5	262.3
66.5	327.43
70	240.83
71.5	57.6
74	825.25
75	348.3
80.5	1270.74
76	220.08
76.5	80.5
80.83	108.61
82.5	196.94
84.5	804.32
86.5	369.58
84.5	136.75
93.5	27.38
85.3	174
86.5	157.5
99.5	1287.07
95.5	782.68
100.5	390.53
106.5	762.09
114.5	39.19
117	411.33
120.5	1296.24
118	740.92
130	719.21
135.5	50.4
136.5	431.98
141.5	1300.98
142	698
156.5	60.74
157.5	451.19
154	676.88
162.5	1302.9
166	655.79
165.5	275.69
167.07	307.64
168.5	246
177.5	70.29
172.88	331.69
178.5	467.36
174.5	220.57
178	634.71
183.5	1302.17
182	354.95
183.5	198.91
190	613.54
195	376.16
198.5	78.81
197.5	177.62
199.5	480.86
204.5	1299.55
202	592.08
213.5	394.83
216.5	159.79
214	570.08
219.5	85.98
220.5	491.98
225.5	1295.07
225.5	548.41
234.5	406.19
237.5	149.69
240.5	91.31
240.5	503.62
236.5	527.32
246.5	1287.31
255.5	409.43
258.5	147.55
261.5	93.86
267	1270.42
276.5	404.93
279.5	153.21
282.5	91.9
286.5	1248.76
297.5	392.1
300.5	167.43
303.5	85.57
306.5	1230
315	372.96
317.5	187.62
324.5	76.83
327.5	1221.76
327	351.8
328.5	208.44
335.64	328.43
336	230.67
345.5	67.6
340.67	306.67
348.5	1229.43
340.7	254.4
342.3	278.1
340.5	292.5
366.5	60
364	1251.95
374.5	1273.95
387.5	55.79
390.5	1294
399.13	273.31
408.5	56.64
400.83	309.33
402.5	243.5
411.5	1302.95
407.5	336
408.5	220.93
416	357.2
417.5	199.82
429.5	61.9
429	378.25
432.5	1305.62
431.5	178.65
447.5	396.79
450.5	70.07
450.5	161.1
453.5	1304.38
468.5	407.88
471.5	79.38
471.5	151.17
471.42	519.15
474.5	1300.55
477.5	549.28
489.5	410.86
492.5	87.83
492.5	149.33
492.5	502.93
486	570.75
495.5	1293.98
494	592
502	613.38
510.5	406.4
513.5	93.62
513.5	154.93
513.5	491.52
510	634.88
516.5	1284.98
518	655.81
531.5	393.26
526.5	677.56
534.5	94.67
534.5	169.4
534.5	479.29
537.5	1272.14
535.5	699.11
545	720.25
549	373.93
555.5	90.48
551.5	189.85
555.5	466.1
557	1253.33
556	741.42
560.5	353.78
562.5	210.94
572.5	763.67
568	333.5
576.5	82.64
576.5	451.81
573.5	1231.63
569.5	231.9
573.93	310.07
573.9	254.4
576.33	279.67
574.5	296.5
588	1210.32
593.5	764.48
597.5	72.43
597.5	436.14
596.72	961.39
597.5	992.6
603	1189.47
598.3	929
600.07	1013.57
603	905.42
604.5	1035.57
614.5	756.24
612.5	882.54
618.5	60.6
618.5	418.57
613	1060.65
621.5	1169.14
628.5	1073.76
629.5	863.95
635.5	748.74
639.5	47.31
639	398.7
642.5	1153.88
649.5	1073.19
650.5	850.24
656.5	742.1
657	377.69
660.5	32.83
663.5	1142.86
670.5	1065.1
671.5	840.71
671	356.42
669.5	143.38
677.5	736.38
670.67	174.58
672.07	109.43
674.83	200.11
675.5	85.2
684.5	1133.5
679	224.63
681	334.06
680.5	62
682.5	247.33
691.5	1053.02
692.5	833.76
684	48.25
685.5	272.92
686.07	305.86
685.5	320
698.5	731.55
705.5	1124.38
712.5	1037.9
713.5	829.24
719.5	727.76
726.5	1114.5
733.5	1020.24
734.5	827.14
740.5	725.19
747.5	1103.26
754	1000.35
755.5	829
761.5	724
768.5	1091.07
772.5	979.65
776.5	838.45
782.5	724.05
789.5	1077.52
788	958.96
793	856.71
803.5	725.81
799.5	939.06
802	876.17
810.5	1062.29
806.36	919.45
807	896
824.5	729.55
831.5	1045.1
845.5	735.69
852	1025.92
866.5	745.12
871	1005.53
887.5	758.95
887.5	984.63
901.5	963.35
906	777.38
913	942.15
919.5	798
922	920.38
928	819.83
929.21	897.5
932.7	842.9
933.36	869.93
681.92	25.77
68.73	24.7
