55	99.5		
55	101.5		
55.17	107		
55	109.5		
55	111.25		
55	138		
55	139.5		
56	64		
56	66		
56	68		
56	70		
56	72		
56	74		
56	76		
56	78		
56	80		
56	82		
56	84		
56	104		
57.17	86		
57	88.5		
57	90.5		
57	92.5		
57	94.5		
57	96.5		
57	98.5		
57	100.5		
57	102.5		
57.17	106		
57	108.5		
57	110.5		
57	112.25		
57	138		
57	139.5		
58	65.5		
58	67.5		
58	69.5		
58	71.5		
58	73.5		
58	75.5		
58	77.5		
58	79.5		
58	81.5		
58	83.5		
59	86		
59	88		
59	90		
59	92		
59	94		
59	96		
59	98		
59	100		
59	102		
59	104		
59	106		
59	108		
59	110		
59	112		
59.17	138		
58.5	139.5		
60	66		
60	68		
60	70		
60	72		
60	74		
60	76		
60	78		
60	80		
60	82		
60	84		
61	86		
61	88		
61	90		
61	92		
61	94		
61	96		
61	98		
61	100		
61	102		
61	104		
61	106		
61	108		
61	110		
61	112		
61	114		
61	116		
61	118		
61	120		
61	122		
61	124		
61	125.75		
61	137		
61	139		
62	66		
62	68		
62	70		
62	72		
62	74		
62	76		
62	78		
62	80		
62	82		
62	84		
62	128		
62	129.75		
63	86		
63	88		
63	90		
63	92		
63	94		
63	96		
63	98		
63	100		
63	102		
63	104		
63	106		
63	108		
63	110		
63	112		
63	114		
63	116		
62.5	118		
62.5	120		
62.5	122		
63	124		
63	126		
63	131.75		
63.17	135		
63	137.25		
62.5	138.5		
64	66		
64	68		
64	70		
64	72		
64	74		
64	76		
64	78		
64	80		
64	82		
64	84		
64	128		
64	130		
65	86		
65	88		
65	90		
65	92		
65	94		
65	96		
65	98		
65	100		
65	102		
65	104		
65	106		
65	108		
65	110		
65	112		
65	114		
64.5	116		
65.17	132		
65	134.5		
65	136.5		
65	138.25		
66	66		
66	68		
66	70		
66	72		
66	74		
66	76		
66	78		
66	80		
66	82		
66	84		
67	86		
67	88		
67	90		
67	92		
67	94		
67	96		
67	98		
67	100		
67	102		
67	104		
67	106		
67	108		
67	110		
67	112		
67	113.75		
66.5	134		
66.5	136		
66.5	138		
68	66		
68	68		
68	70		
68	72		
68	74		
68	76		
68	78		
68	80		
68	82		
68	84		
69.17	86		
69	88.5		
69	90.5		
69	92.5		
69	94.5		
69	96.5		
69	98.5		
69	100.5		
69	102.5		
69	104.5		
69	106.5		
69	108.5		
69	110.5		
69	112.5		
68.5	113.5		
70	67		
70	69		
70	71		
70	73		
70	75		
70	77		
70	79		
70	81		
70	83		
71	85		
71	87		
71	89		
71	91		
71	93		
71	95		
71	97		
71	99		
71	101		
71	103		
71	105		
71	107		
71	109		
71	111		
71	113		
72	67.5		
72	69.5		
72	71.5		
72	73.5		
72	75.5		
72	77.5		
72	79.5		
72	81.5		
72	83.5		
73	86		
73	88		
73	90		
73	92		
73	94		
73	96		
73	98		
73	100		
73	102		
73	104		
73	106		
73	108		
73	110		
73	112		
72.5	113.5		
74	68		
74	70		
74	72		
74	74		
74	76		
74	78		
74	80		
74	82		
74	84		
75	86		
75	88		
75	90		
75	92		
75	94		
75	96		
75	98		
75	100		
75	102		
75	104		
75	106		
75	108		
75	110		
75	112		
75	138		
75	139.75		
76	68		
76	70		
76	72		
76	74		
76	76		
76	78		
76	80		
76	82		
76	84		
77.17	86		
77	88.5		
77	90.5		
77	92.5		
77	94.5		
77	96.5		
77	98.5		
77	100.5		
77	102.5		
77	104.5		
77	106.5		
77	108.5		
77	110.5		
77	112.5		
77	138		
77	140		
77	141.5		
78	69		
78	71		
78	73		
78	75		
78	77		
78	79		
78	81		
78	83		
79.17	85		
79	87.5		
79	89.5		
79	91.5		
79	93.5		
79	95.5		
79	97.5		
79	99.5		
79	101.5		
79	103.5		
79	105.5		
79	107.5		
79	109.5		
79	111.5		
79	113.25		
79	138		
79	140		
79	141.5		
80	70		
80	72		
80	74		
80	76		
80	78		
80	80		
80	82		
81	84		
81	86		
81	88		
81	90		
81	92		
81	94		
81	96		
81	98		
81	100		
81	102		
81	104		
81	106		
81	108		
81	110		
81	112		
81	113.5		
81.17	138		
81	140.25		
82	70.5		
82	72.5		
82	74.5		
82	76.5		
82	78.5		
82	80.5		
82	82.5		
83.17	85		
83	87.5		
83	89.5		
83	91.5		
83	93.5		
83	95.5		
83	97.5		
83	99.5		
83	101.5		
83	103.5		
83	105.5		
83	107.5		
83	109.5		
83	111.5		
83	113.5		
83	137		
83	139		
83	140.5		
84	72		
84	74		
84	76		
84	78		
84	80		
84	82		
85	84		
85	86		
85	88		
85	90		
85	92		
85	94		
85	96		
85	98		
85	100		
85	102		
85	104		
85	106		
85	108		
85	110		
85	112		
85	114		
85	116		
85	136		
85	138		
85	140		
86	72.5		
86	74.5		
86	76.5		
86	78.5		
86	80.5		
86	82.5		
86.17	118		
86	120.5		
87	85		
87	87		
87	89		
87	91		
87	93		
87	95		
87	97		
87	99		
87	101		
87	103		
87	105		
87	107		
87	109		
87	111		
87	113		
87	115		
87	123		
87	125		
87	127		
87	129		
87	131		
87	133		
87	135		
87	137		
87	139		
87	140.5		
88	73.5		
88	75.5		
88	77.5		
88	79.5		
88	81.5		
88	83.5		
88.17	116.83		
87.5	119		
88	121.5		
89	86		
89	88		
89	90		
89	92		
89	94		
89	96		
89	98		
89	100		
89	102		
89	104		
89	106		
89	108		
89	110		
89	112		
88.5	114		
89	124		
89	126		
89	128		
89	130		
89	132		
89	134		
89	136		
89	138		
89	140		
90	74.5		
90	76.5		
90	78.5		
90	80.5		
90	82.5		
90	84.5		
91	87		
91	89		
91	91		
91	93		
91	95		
91	97		
91	99		
91	101		
91	103		
91	105		
91	107		
91	109		
91	111		
91	112.5		
90.5	137		
90.5	138.5		
92	75.5		
92	77.5		
92	79.5		
92	81.5		
92	83.5		
92	85.5		
93	88		
93	90		
93	92		
93	94		
93	96		
93	98		
93	100		
93	102		
93	104		
93	106		
93	108		
93	110		
93	111.75		
94	76.5		
94	78.5		
94	80.5		
94	82.5		
94	84.5		
94	86.5		
95.17	89		
95	91.5		
95	93.5		
95	95.5		
95	97.5		
95	99.5		
95	101.5		
95	103.5		
95	105.5		
95	107.5		
95	109.5		
95	111.25		
96	78.5		
96	80.5		
96	82.5		
96	84.5		
96	86.5		
97	89		
97	91		
97	93		
97	95		
97	97		
97	99		
97	101		
97	103		
97	105		
97	107		
97	109		
97	110.5		
98	79.5		
98	81.5		
98	83.5		
98	85.5		
98	87.5		
99.17	90		
99	92.5		
99	94.5		
99	96.5		
99	98.5		
99	100.5		
99	102.5		
99	104.5		
99	106.5		
99	108.5		
99	110.25		
100	81.5		
100	83.5		
100	85.5		
100	87.5		
101	90		
101	92		
101	94		
101	96		
101	98		
101	100		
101	102		
101	104		
101	106		
101	108		
101	110		
102	82.5		
102	84.5		
102	86.5		
102	88.5		
103	91		
103	93		
103	95		
103	97		
103	99		
103	101		
103	103		
103	105		
103	107		
103	109		
103	110.5		
104	83.5		
104	85.5		
104	87.5		
104	89.5		
105.17	92		
105	94.5		
105	96.5		
105	98.5		
105	100.5		
105	102.5		
105	104.5		
105	106.5		
105	108.5		
105	110.25		
105.5	85		
106	87		
106	89		
107	91		
107	93		
107	95		
107	97		
107	99		
107	101		
107	103		
107	105		
107	107		
107	109		
107	110.5		
108	87.5		
108	89.5		
109.17	92		
109	94.5		
109	96.5		
109	98.5		
109	100.5		
109	102.5		
109	104.5		
109	106.5		
109	108.5		
109	110.25		
110	89		
111.17	91		
111	93.5		
111	95.5		
111	97.5		
111	99.5		
111	101.5		
111	103.5		
111	105.5		
111	107.5		
111	109.5		
110.5	110.5		
113	91.5		
113	93.5		
113	95.5		
113	97.5		
113	99.5		
113	101.5		
113	103.5		
113	105.5		
113	107.5		
113	109.5		
112.5	110.5		
115	93.5		
115	95.5		
115	97.5		
115	99.5		
115	101.5		
115	103.5		
115	105.5		
115	107.5		
115	109.5		
114.5	110.5		
117	95.5		
117	97.5		
117	99.5		
117	101.5		
117	103.5		
117	105.5		
117	107.5		
117	109.5		
116.5	110.5		
119	97.5		
119	99.5		
119	101.5		
119	103.5		
119	105.5		
119	107.5		
119	109.5		
118.5	110.5		
120.5	99		
121	101		
121	103		
121	105		
121	107		
121	109		
121	110.5		
122.5	101		
123	103		
123	105		
123	107		
123	109		
123	110.5		
124.5	104		
125	106		
125	108		
125	110		
127	107		
127	109		
126.5	110.5		

