2.5	265.07
1.7	282
2.9	294.4
4.67	251.33
5.64	308.36
8.5	240
10.38	321.25
14.5	228.43
17.5	333.79
22.5	216.61
26.5	344.86
32.5	207.09
37.5	354.05
43.5	203
48.5	361
53.5	207.83
59.5	367.23
63.5	214.91
70.5	372.73
74.5	215
81.5	374
85.5	215.64
92.5	374
96.5	216
103.5	374.32
107.5	215
114.5	374.5
115.5	91.5
117.5	205.72
117.07	107.14
117.67	76.67
123.5	63.79
124	119.19
125.5	374.5
126.5	194.67
132	52.7
133.5	129.09
135	183.5
136.5	374.5
142.5	42.86
144.5	135.27
142.5	172.36
147.5	375
148.5	161.3
153.5	33.5
155	140.43
154	151.33
158.5	375
164.5	24
169.5	375
175.5	15.05
180.5	375
186.5	7.59
191.5	375
197.5	3
202.5	375
208.5	1.68
213.5	375
219.5	2.36
224.5	375
230.5	4.18
235.5	375
241.5	6.91
246.5	375
252.5	11.95
252.68	142.77
257.5	375
256.36	286.93
256	301.75
257.5	158.4
257.5	316
261.5	132.36
259.64	273.43
263.5	20.5
263.12	333.81
262.5	169.6
265.17	259.08
268.5	375
266.67	181.67
272.5	130.86
269.93	191.93
269.64	248.64
274.5	28.14
274.5	336.82
272.5	204.7
273.21	236.29
274.17	219.83
279.5	375.23
283.5	128.95
285.5	34.82
285.5	337
290.5	375.5
294.5	126.18
296.5	39.05
296.5	342.55
301.5	375.14
305.5	121.68
307.5	40
306	353.13
308.79	370.14
316.5	114.23
318.5	39.64
327	104.25
329.5	38.18
335.5	93.43
340.5	31.14
342.07	82.93
345.33	71.08
351.5	30.32
351.5	59.72
358.5	51.6
359	40.5
